Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
118690,11/26/2018,Trash - Curbside/Alley Missed Pickup,"We have missed THREE weeks of trash pickup in a row and have already submitted a request that was marked as complete. The trash was not picked up, so the request was not completed.","331 Seneca Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1771374.667,664609.1533
118691,11/26/2018,Trash - Curbside/Alley Missed Pickup,In October we were annexed to Metro and they have not picked up on schedule yet.  The neighbors and I all put cans out on Thursday night and we have to all and have them picked up the following week.  Please have the driver update his route pickup information and send someone to collect the trash too. {FRIDAY MISSED AGAIN},"111 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763767.337,691754.9346
118694,11/26/2018,Trash - Curbside/Alley Missed Pickup,Missed again! Two story blue home on corner of Emery Drive and Seneca Drive.,"331 Seneca Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1771374.667,664609.1533
119268,11/27/2018,Trash - Curbside/Alley Missed Pickup,Missed.,"317 Seneca Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1771212.998,665188.0014
121468,12/6/2018,Trash - Backdoor,cart still out,"Elwood Ct, Nashville, TN 37214, United States",37214,RED RIVER,1303,13,1780366.915,660196.9291
121925,12/7/2018,Trash - Curbside/Alley Missed Pickup,cust says truck drove by and skipped his cart,"4172 Longfellow Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1764745.107,693524.7814
122108,12/7/2018,Trash - Curbside/Alley Missed Pickup,Missed again,2205 lebanon pike,37214,RED RIVER,1504,15,1762831.398,667549.6017
122112,12/7/2018,Trash - Curbside/Alley Missed Pickup,miss,"2669 Miami Ave, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1760194.038,695878.8288
122115,12/7/2018,Trash - Curbside/Alley Missed Pickup,missed the entire street,"2917 Leatherwood Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,14,1774691.378,664291.7387
122138,12/7/2018,Trash - Curbside/Alley Missed Pickup,Missed our trash can,"100 Graeme Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1761320.199,670492.8006
122325,12/10/2018,Trash - Curbside/Alley Missed Pickup,miss,"312 Emery Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,15,1768678.599,663194.4006
122378,12/10/2018,Trash - Curbside/Alley Missed Pickup,cust says missed,"2819 Lebanon Pike, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1773162.37,668096.9519
123739,12/14/2018,Trash - Curbside/Alley Missed Pickup,missed,"2507 David Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1769589.546,666031.9417
123746,12/14/2018,Trash - Backdoor,backdoor miss,"2837 Gaywinds Ct, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1766512.998,689207.8
123752,12/14/2018,Trash - Curbside/Alley Missed Pickup,We have have missed trash pick ups 4 out of the last 6 weeks. This is incredibly frustrating. I will send an email to Marcus Jackson as well.,"331 Seneca Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1771374.667,664609.1533
125160,12/21/2018,Trash - Curbside/Alley Missed Pickup,missed,"2507 David Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1769589.546,666031.9417
125300,12/21/2018,Trash - Curbside/Alley Missed Pickup,still out,"3353 Cain Harbor Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1764166.991,694169.2431
125317,12/21/2018,Trash - Curbside/Alley Missed Pickup,missed...,"217 Valley Bend Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1765752.128,688827.5994
126467,12/28/2018,Trash - Curbside/Alley Missed Pickup,"Two Brown Cart cans placed at end of drive way curb. Also neighbors"" everyone else already pickup.","3135 MCGAVOCK PIKE, 37214",37214,RED RIVER,1502,15,1769557.799,676295.9995
126473,12/28/2018,Trash - Curbside/Alley Missed Pickup,missed this block,"2905 MCGAVOCK PIKE, 37214",37214,RED RIVER,1502,15,1767981,681986.3994
126493,12/28/2018,Trash - Curbside/Alley Missed Pickup,cust says missed,"2943 Windemere Cir, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1770293.388,674936.3038
126505,12/28/2018,Trash - Curbside/Alley Missed Pickup,miss,"2306 Weona Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765726.387,672311.4139
128203,1/4/2019,Trash - Curbside/Alley Missed Pickup,We put out 2 cans for pick-up.  One was emptied and one was not.,"205 McGavock Pike, Nashville, Tennessee, 37214",37214,RED RIVER,2503,15,1767846.06,668482.4991
128268,1/4/2019,Trash - Curbside/Alley Missed Pickup,Trash/curb Friday.,944 Colfax Dr,37214,RED RIVER,2502,15,1773985.798,660954.4009
128310,1/4/2019,Trash - Curbside/Alley Missed Pickup,MISSED....,"2432 Fairbrook Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1765932.199,682676.7999
128363,1/5/2019,Trash - Curbside/Alley Missed Pickup,Had two trash carts out but only one was picked up. Need second cart picked up.,"2328 Revere Pl, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1766028.998,670292.0002
128371,1/5/2019,Trash - Curbside/Alley Missed Pickup,Trash was not picked up as scheduled.  This has been happening frequently on our street.,"2313 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1760193.731,688115.4226
128451,1/6/2019,Trash - Curbside/Alley Missed Pickup,There were a number of cans missed on Friday,"2327 Benay Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1760287.633,694341.2783
128607,1/7/2019,Trash - Curbside/Alley Missed Pickup,Trash/Missed pickup for last Friday. Curb {carts out on time},"3048 Boulder Park Dr, Nashville, TN 37214, United States",37214,RED RIVER,2501,14,1776062.6,662590.4005
128920,1/7/2019,Trash - Curbside/Alley Missed Pickup,Ready for pick up,"217 Theodore Rd, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1762984.2,669453.6004
130427,1/11/2019,Trash - Curbside/Alley Missed Pickup,"We had a boxed Christmas tree in our collection bin. I just watched the driver get out of his truck and throw the box into our ditch. It was in the can, the lid would not shut but it wasn?t falling out. I have video if needed","2828 Twin Lawn Dr, Nashville, TN 37214, United States",37214,,,15,1773152.199,662884.8001
130602,1/11/2019,Trash Collection Complaint,"resident states after trash was collected, trash was dropped and left out in the street.","608 Hibbitts Ct, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1769716.412,664919.0367
130752,1/11/2019,Trash - Curbside/Alley Missed Pickup,cust says missed for consecutive weeks,"2918 Lakeland Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,14,1774610.781,663329.5893
130763,1/11/2019,Trash - Curbside/Alley Missed Pickup,entire street missed,"2923 Leatherwood Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,14,1774894.169,664311.0672
130766,1/11/2019,Trash - Curbside/Alley Missed Pickup,missed,"2825 Twin Lawn Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,15,1772933.902,662779.831
130788,1/11/2019,Trash - Curbside/Alley Missed Pickup,Please call Faye at 615-336-3606.  She said that the entire street was missed.,"2900 Teakwood Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,14,1774121.798,664759.2005
130789,1/11/2019,Trash - Curbside/Alley Missed Pickup,30 condos did not get trash pick up. Please call Linda Bryant at 615-920-5802.,"2521 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1761362.568,693212.4483
130934,1/13/2019,Trash - Curbside/Alley Missed Pickup,Missed our entire complex.,"2521 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1761744.906,693289.2221
130965,1/14/2019,Trash - Curbside/Alley Missed Pickup,driver lied he needs to come back and get all that are out,"2521 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1761882.867,693476.9528
131011,1/14/2019,Trash - Curbside/Alley Missed Pickup,Missed...missed entire condo community,"2521 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1761362.568,693212.4483
131085,1/14/2019,Trash - Curbside/Alley Missed Pickup,MISSED...UNIT 126...ENTIRE COMMUNITY MISSED,"2521 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1761362.568,693212.4483
131180,1/14/2019,Trash - Curbside/Alley Missed Pickup,Curbside/Trash missed last Friday.,"103 Blue Hills Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765617.189,670544.6757
132765,1/18/2019,Trash - Curbside/Alley Missed Pickup,randomly picked up carts he needs to come back and get them all,"3125 Boulder Park Dr, Nashville, TN 37214, United States",37214,RED RIVER,2501,14,1777664.579,662972.7658
132898,1/18/2019,Trash - Backdoor,Trash was not picked up,"2220 Maplecrest Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1764167.47,672238.7519
132916,1/18/2019,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,"103 Blue Hills Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765617.189,670544.6757
132920,1/18/2019,Trash - Curbside/Alley Missed Pickup,The trash can is still full and has not been touched. It was placed out by the curb like always the night before and was not picked up. Do not have anywhere to put trash now. Please come and pick up the trash.,"112 Benson Rd, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1772351.399,669460.0017
132974,1/19/2019,Trash - Backdoor,Cart is halfway up driveway on right,"2224 Maplecrest Dr, Nashville, TN 37214, United States",37214,,,15,1764246.572,672185.1513
132981,1/19/2019,Trash - Curbside/Alley Missed Pickup,I don't know why my trash wasn't collected ?,"2725 Windemere Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765717.371,673862.2656
133095,1/21/2019,Trash - Curbside/Alley Missed Pickup,"Trash was not collected at any of the houses on Benson Road as usually scheduled on Friday.  Driving around nearby streets and neighborhoods, it looks like trash was collected there so it appears this street was missed.","108A Benson Rd, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1772636.521,669498.5518
133168,1/21/2019,Trash - Curbside/Alley Missed Pickup,"Our entire neighborhood was missed on Friday, January 18th.  Most bins are still out and we would appreciate a pick-up prior to our next scheduled pick-up on Friday, January 25th.  Thank you.","208 Riverpoint Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1773174.377,669084.2337
133187,1/22/2019,Trash - Backdoor,"Backdoor/Trash missed last Friday. Wants cart emptied.
Wants to make sure that this goes to her hauler, the lady that came today to emptied her trash, went above and beyond. Took her overflow as well in the rain.",217 eldon ct,37214,RED RIVER,1505,14,1776659.14,671795.0569
133232,1/22/2019,Trash - Curbside/Alley Missed Pickup,everyone missed when driver came back he didn't get them all and not even the one that called,"205 Riverpoint Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1773283.379,669218.3814
133284,1/22/2019,Trash - Backdoor,Missed backdoor and it is overflowing now.,232 fairway dr,37214,RED RIVER,2503,15,1766529.8,667304.8016
133286,1/22/2019,Trash - Curbside/Alley Missed Pickup,Missed trash others missed on the street,"109 Benson Rd, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1772604.2,669316.0015
133301,1/22/2019,Trash - Curbside/Alley Missed Pickup,There was no trash pick-up for anyone on Blue Hills Court,"110 Blue Hills Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765505.472,670114.4957
133433,1/22/2019,Trash - Curbside/Alley Missed Pickup,CARTS STILL OUT ON ENTIRE STREET,"108 Benson Rd, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1772594.81,669402.5543
133451,1/22/2019,Trash - Curbside/Alley Missed Pickup,missed 2 weeks in a row,"3257 Knobview Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1770410.103,669967.7925
133458,1/22/2019,Trash - Backdoor,backdoor miss,"209 Belding Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,14,1776678.599,672348.0011
133899,1/23/2019,Trash - Curbside/Alley Missed Pickup,missed... others in area missed,"89 Riverpoint Pass, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1773181.831,669295.6717
134608,1/25/2019,Trash - Backdoor,Trash as not picked up last week. (1 cart).,"205 Eldon Ct, Nashville, TN 37214, United States",37214,,,14,1776185,671764.0003
134802,1/25/2019,Trash - Curbside/Alley Missed Pickup,Everyone trash was picked up on the street. He did not receive any tag.,"3127 Edgemont Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,14,1777996.484,674065.4286
134803,1/25/2019,Trash - Curbside/Alley Missed Pickup,Picked up by now normally.,"109 Donelson Pike, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1772774.04,668041.4794
134848,1/25/2019,Trash - Curbside/Alley Missed Pickup,miss,"207 Eldon Ct, Nashville, TN 37214, United States",37214,RED RIVER,1505,14,1776333.597,671786.5701
134865,1/25/2019,Trash - Curbside/Alley Missed Pickup,cust says missed,"201 Graylynn Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1769246.518,668239.4621
134866,1/25/2019,Trash - Curbside/Alley Missed Pickup,cust says the neighborhood was missed,"3212 Dinah Ct, Nashville, TN 37214, United States",37214,RED RIVER,1505,14,1778982.491,674496.9621
134881,1/25/2019,Trash - Curbside/Alley Missed Pickup,The entire sub-division was missed.,"2413 SPRINGVIEW DR, 37214",37214,RED RIVER,2503,15,1766596.199,663716.0012
134894,1/25/2019,Trash - Curbside/Alley Missed Pickup,missed the street,"2646 WOODBERRY DR, 37214",37214,RED RIVER,1505,15,1771643.859,665825.2327
134898,1/25/2019,Trash - Curbside/Alley Missed Pickup,Entire street was missed,"2412 Cloverdale Rd, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1767031.399,665276.0007
134905,1/25/2019,Trash - Backdoor,BACKDOOR MISS,"2315 Revere Pl, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765751.022,669607.0155
134906,1/25/2019,Trash - Curbside/Alley Missed Pickup,Trash was not picked up,"729 Rivercrest Pass, Nashville, TN 37214, United States",37214,RED RIVER,1505,14,1775784.058,670196.2402
134910,1/25/2019,Trash - Curbside/Alley Missed Pickup,MISSED...NEIGHBORS MISSED,"2716 Airwood Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1769257.801,664849.792
134911,1/25/2019,Trash - Backdoor,Missed backdoor,"404 Harrell Ct, Nashville, Tennessee, 37214",37214,RED RIVER,1502,15,1771075.215,675999.7181
135274,1/28/2019,Trash - Backdoor,Trash was missed last week,"2834 Colonial Cir, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1773732.199,666681.5997
135410,1/28/2019,Trash - Backdoor,cust says backdoor was missed again,260 fairway dr,37214,RED RIVER,2503,15,1765598.319,667742.3506
135659,1/29/2019,Trash - Backdoor,Missed backdoor trash,"101 Blue Hills Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765527.399,670613.6018
135718,1/29/2019,Trash - Curbside/Alley Missed Pickup,missed,"208 Donelson Pike, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1772271.676,666162.9656
135779,1/29/2019,Trash - Curbside/Alley Missed Pickup,Missed backdoor trash,"2233 Aubrey Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765218.798,673125.4671
136315,1/31/2019,Trash - Curbside/Alley Missed Pickup,cust says missed for 2840 and 2842 lebanon pike,"2840 Lebanon Pike, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1773759.115,668523.8938
136792,2/1/2019,Trash - Backdoor,second week in a a row.  You need to get your shit together.,"2220 Maplecrest Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1764167.47,672238.7519
136842,2/1/2019,Trash - Backdoor,Missed backdoor trash,"2708 Old Lebanon Rd, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1770938.524,670710.8396
136955,2/1/2019,Trash - Curbside/Alley Missed Pickup,cust says others on the street were missed,"2669 Miami Ave, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1760194.038,695878.8288
